시도교육청,교육지원청,지역,정보공시 학교코드,학교명,학교급코드,설립구분,1학년,2학년,3학년,특수학급,순회학급,학급수(계),학생수(계),학급당학생수,학교급,mid,high,위도,경도
경기도교육청,경기도여주교육지원청,경기도 여주시,S090003325,흥천중학교,3,공립,1,1,1,0,0,3,32,10.7,mid,1,0,37.3270913,127.5553598
경기도교육청,경기도연천교육지원청,경기도 연천군,S090003406,군남중학교,3,공립,1,1,1,1,0,4,28,7,mid,1,0,38.0679026,127.0155057
경기도교육청,경기도연천교육지원청,경기도 연천군,S090003407,대광중학교,3,공립,1,1,1,1,0,4,22,5.5,mid,1,0,38.18308,127.105331
경기도교육청,경기도연천교육지원청,경기도 연천군,S090003408,백학중학교,3,공립,1,1,1,1,0,4,48,12,mid,1,0,38.02602,126.908208
경기도교육청,경기도연천교육지원청,경기도 연천군,S090003409,연천중학교,3,공립,2,2,2,1,0,7,95,13.6,mid,1,0,38.108104,127.077666
경기도교육청,경기도연천교육지원청,경기도 연천군,S090003410,전곡중학교,3,공립,7,8,6,2,0,23,551,24,mid,1,0,38.033884,127.071054
경기도교육청,경기도연천교육지원청,경기도 연천군,S090003411,청산중학교,3,공립,1,1,1,1,0,4,31,7.8,mid,1,0,38.034767,127.1074886
경기도교육청,경기도용인교육지원청,경기도 용인시 기흥구,S090003467,구갈중학교,3,공립,9,9,7,1,0,26,718,27.6,mid,1,0,37.2849167,127.108575
경기도교육청,경기도용인교육지원청,경기도 용인시 기흥구,S090003468,구성중학교,3,공립,10,12,10,2,0,34,931,27.4,mid,1,0,37.299747,127.114242
경기도교육청,경기도용인교육지원청,경기도 용인시 기흥구,S090003470,나곡중학교,3,공립,8,8,7,1,0,24,649,27,mid,1,0,37.2515083,127.1246
경기도교육청,경기도용인교육지원청,경기도 용인시 처인구,S090003471,남사중학교,3,사립,2,1,1,0,0,4,68,17,mid,1,0,37.1162604,127.1490175
경기도교육청,경기도용인교육지원청,경기도 용인시 수지구,S090003472,대지중학교,3,공립,5,7,5,1,0,18,466,25.9,mid,1,0,37.330813,127.116365
경기도교육청,경기도용인교육지원청,경기도 용인시 처인구,S090003473,모현중학교,3,공립,7,6,6,1,0,20,522,26.1,mid,1,0,37.3438584,127.2313782
경기도교육청,경기도용인교육지원청,경기도 용인시 수지구,S090003474,문정중학교,3,사립,5,6,5,0,0,16,507,31.7,mid,1,0,37.3232252,127.0989416
경기도교육청,경기도용인교육지원청,경기도 용인시 처인구,S090003475,백암중학교,3,공립,2,2,2,2,0,8,99,12.4,mid,1,0,37.164697,127.368319
경기도교육청,경기도용인교육지원청,경기도 용인시 기흥구,S090003476,상갈중학교,3,공립,5,6,5,2,0,18,440,24.4,mid,1,0,37.266129,127.108948
경기도교육청,경기도용인교육지원청,경기도 용인시 수지구,S090003477,상현중학교,3,공립,10,9,8,2,0,29,757,26.1,mid,1,0,37.29930213,127.0709349
경기도교육청,경기도용인교육지원청,경기도 용인시 수지구,S090003478,서원중학교,3,공립,11,12,10,1,0,34,964,28.4,mid,1,0,37.3018861,127.0803065
경기도교육청,경기도용인교육지원청,경기도 용인시 수지구,S090003479,성복중학교,3,공립,9,9,10,0,0,28,889,31.8,mid,1,0,37.3196293,127.0757705
경기도교육청,경기도용인교육지원청,경기도 용인시 기흥구,S090003480,소현중학교,3,공립,10,6,7,1,0,24,639,26.6,mid,1,0,37.301683,127.093716
경기도교육청,경기도용인교육지원청,경기도 용인시 처인구,S090003481,송전중학교,3,공립,2,2,2,1,0,7,164,23.4,mid,1,0,37.140683,127.19956
경기도교육청,경기도용인교육지원청,경기도 용인시 수지구,S090003482,수지중학교,3,공립,12,10,10,0,0,32,1025,32,mid,1,0,37.3328904,127.0941793
경기도교육청,경기도용인교육지원청,경기도 용인시 기흥구,S090003483,신갈중학교,3,공립,4,3,4,2,1,14,251,17.9,mid,1,0,37.2805812,127.1084544
경기도교육청,경기도용인교육지원청,경기도 용인시 처인구,S090003484,영문중학교,3,공립,9,8,8,1,1,27,728,27,mid,1,0,37.27192498,127.2084025
경기도교육청,경기도용인교육지원청,경기도 용인시 처인구,S090003485,용동중학교,3,사립,6,6,6,0,0,18,497,27.6,mid,1,0,37.2315327,127.2828514
경기도교육청,경기도용인교육지원청,경기도 용인시 처인구,S090003487,용인중학교,3,공립,10,11,11,2,1,35,951,27.2,mid,1,0,37.2384053,127.2014465
경기도교육청,경기도용인교육지원청,경기도 용인시 처인구,S090003488,원삼중학교,3,공립,2,2,2,0,0,6,104,17.3,mid,1,0,37.1681335,127.3092131
경기도교육청,경기도용인교육지원청,경기도 용인시 수지구,S090003489,이현중학교,3,공립,12,12,10,1,0,35,992,28.3,mid,1,0,37.3148596,127.096717
경기도교육청,경기도용인교육지원청,경기도 용인시 수지구,S090003490,정평중학교,3,공립,11,11,12,1,0,35,1099,31.4,mid,1,0,37.3181174,127.0878053
경기도교육청,경기도용인교육지원청,경기도 용인시 수지구,S090003491,죽전중학교,3,공립,8,8,8,1,0,25,693,27.7,mid,1,0,37.3323574,127.1075905
경기도교육청,경기도용인교육지원청,경기도 용인시 처인구,S090003492,태성중학교,3,사립,3,3,3,0,0,9,250,27.8,mid,1,0,37.229545,127.208461
경기도교육청,경기도용인교육지원청,경기도 용인시 처인구,S090003493,포곡중학교,3,공립,7,7,7,2,0,23,591,25.7,mid,1,0,37.2801416,127.2217559
경기도교육청,경기도용인교육지원청,경기도 용인시 수지구,S090003494,홍천중학교,3,공립,10,9,8,1,0,28,860,30.7,mid,1,0,37.3211043,127.0765841
경기도교육청,경기도의정부교육지원청,경기도 의정부시,S090003639,경민여자중학교,3,사립,4,4,4,0,0,12,289,24.1,mid,1,0,37.746203,127.026086
경기도교육청,경기도의정부교육지원청,경기도 의정부시,S090003640,경민중학교,3,사립,4,5,5,0,0,14,360,25.7,mid,1,0,37.746339,127.025201
경기도교육청,경기도의정부교육지원청,경기도 의정부시,S090003641,금오중학교,3,공립,4,4,4,2,0,14,291,20.8,mid,1,0,37.7497068,127.0582459
경기도교육청,경기도의정부교육지원청,경기도 의정부시,S090003642,민락중학교,3,공립,9,8,8,1,0,26,722,27.8,mid,1,0,37.7408788,127.0957114
경기도교육청,경기도의정부교육지원청,경기도 의정부시,S090003643,발곡중학교,3,공립,9,9,9,3,0,30,755,25.2,mid,1,0,37.7273142,127.0549784
경기도교육청,경기도의정부교육지원청,경기도 의정부시,S090003645,부용중학교,3,공립,9,8,8,1,0,26,718,27.6,mid,1,0,37.7353817,127.0919082
경기도교육청,경기도의정부교육지원청,경기도 의정부시,S090003646,신곡중학교,3,공립,10,10,9,2,1,32,793,24.8,mid,1,0,37.7431719,127.0599098
경기도교육청,경기도의정부교육지원청,경기도 의정부시,S090003648,다온중학교,3,공립,3,3,4,2,0,12,249,20.8,mid,1,0,37.7411763,127.0374
경기도교육청,경기도의정부교육지원청,경기도 의정부시,S090003649,의정부여자중학교,3,공립,3,4,4,2,0,13,303,23.3,mid,1,0,37.7499487,127.0396372
경기도교육청,경기도의정부교육지원청,경기도 의정부시,S090003650,의정부중학교,3,공립,3,4,4,2,0,13,279,21.5,mid,1,0,37.7481351,127.0397455
경기도교육청,경기도의정부교육지원청,경기도 의정부시,S090003651,천보중학교,3,공립,10,10,10,2,0,32,822,25.7,mid,1,0,37.75062,127.0650292
경기도교육청,경기도의정부교육지원청,경기도 의정부시,S090003652,충의중학교,3,공립,10,10,10,1,0,31,873,28.2,mid,1,0,37.74193117,127.0898534
경기도교육청,경기도의정부교육지원청,경기도 의정부시,S090003653,호원중학교,3,공립,9,10,10,1,0,30,835,27.8,mid,1,0,37.7193389,127.0446089
경기도교육청,경기도의정부교육지원청,경기도 의정부시,S090003654,회룡중학교,3,공립,8,8,7,2,0,25,651,26,mid,1,0,37.7153942,127.0438278
경기도교육청,경기도의정부교육지원청,경기도 의정부시,S090003655,효자중학교,3,공립,8,8,7,2,0,25,593,23.7,mid,1,0,37.7522531,127.0774183
경기도교육청,경기도이천교육지원청,경기도 이천시,S090003740,이천경남중학교,3,공립,1,1,1,0,0,3,37,12.3,mid,1,0,37.136015,127.518844
경기도교육청,경기도이천교육지원청,경기도 이천시,S090003741,대월중학교,3,공립,1,1,1,1,0,4,62,15.5,mid,1,0,37.223,127.492915
경기도교육청,경기도이천교육지원청,경기도 이천시,S090003742,마장중학교,3,공립,5,5,4,1,0,15,349,23.3,mid,1,0,37.2464968,127.3584748
경기도교육청,경기도이천교육지원청,경기도 이천시,S090003743,모가중학교,3,공립,1,1,1,0,0,3,58,19.3,mid,1,0,37.1766104,127.473397
경기도교육청,경기도이천교육지원청,경기도 이천시,S090003745,백사중학교,3,공립,2,2,2,0,0,6,137,22.8,mid,1,0,37.32371506,127.4739083
경기도교육청,경기도이천교육지원청,경기도 이천시,S090003746,부발중학교,3,공립,3,3,3,1,1,11,201,18.3,mid,1,0,37.2856681,127.4949156
경기도교육청,경기도이천교육지원청,경기도 이천시,S090003747,설봉중학교,3,공립,9,9,9,2,0,29,831,28.7,mid,1,0,37.284704,127.451355
경기도교육청,경기도이천교육지원청,경기도 이천시,S090003749,율면중학교,3,공립,1,1,1,1,0,4,23,5.8,mid,1,0,37.087646,127.542608
경기도교육청,경기도이천교육지원청,경기도 이천시,S090003750,이천송정중학교,3,공립,8,9,8,2,0,27,699,25.9,mid,1,0,37.293788,127.433377
경기도교육청,경기도이천교육지원청,경기도 이천시,S090003751,이천양정여자중학교,3,사립,6,5,5,0,0,16,433,27.1,mid,1,0,37.28467,127.436958
경기도교육청,경기도이천교육지원청,경기도 이천시,S090003752,이천중학교,3,공립,10,9,10,1,0,30,845,28.2,mid,1,0,37.279335,127.4561832
경기도교육청,경기도이천교육지원청,경기도 이천시,S090003754,장호원중학교,3,공립,5,5,4,1,0,15,372,24.8,mid,1,0,37.1267923,127.6167042
경기도교육청,경기도이천교육지원청,경기도 이천시,S090003756,효양중학교,3,공립,8,9,7,2,0,26,643,24.7,mid,1,0,37.265821,127.482182
경기도교육청,경기도파주교육지원청,경기도 파주시,S090003860,광탄중학교,3,사립,3,3,3,1,0,10,198,19.8,mid,1,0,37.78273,126.850237
경기도교육청,경기도파주교육지원청,경기도 파주시,S090003861,교하중학교,3,공립,9,8,7,2,0,26,768,29.5,mid,1,0,37.7228635,126.7207983
경기도교육청,경기도파주교육지원청,경기도 파주시,S090003862,문산동중학교,3,사립,2,2,2,0,0,6,181,30.2,mid,1,0,37.860162,126.7816471
경기도교육청,경기도파주교육지원청,경기도 파주시,S090003863,문산북중학교,3,공립,4,4,4,2,0,14,351,25.1,mid,1,0,37.862006,126.776665
경기도교육청,경기도파주교육지원청,경기도 파주시,S090003864,문산수억중학교,3,사립,5,6,5,0,0,16,465,29.1,mid,1,0,37.852684,126.802312
경기도교육청,경기도파주교육지원청,경기도 파주시,S090003865,문산중학교,3,공립,9,9,8,2,0,28,753,26.9,mid,1,0,37.77235,126.762468
경기도교육청,경기도파주교육지원청,경기도 파주시,S090003866,법원여자중학교,3,공립,1,1,1,1,0,4,72,18,mid,1,0,37.8526174,126.8687902
경기도교육청,경기도파주교육지원청,경기도 파주시,S090003867,봉일천중학교,3,공립,9,9,8,2,0,28,697,24.9,mid,1,0,37.74817,126.81303
경기도교육청,경기도파주교육지원청,경기도 파주시,S090003868,삼광중학교,3,사립,2,2,2,1,0,7,124,17.7,mid,1,0,37.9455684,126.8854521
경기도교육청,경기도파주교육지원청,경기도 파주시,S090003869,어유중학교,3,공립,1,1,1,0,0,3,28,9.3,mid,1,0,37.99392715,126.9882786
경기도교육청,경기도파주교육지원청,경기도 파주시,S090003870,율곡중학교,3,사립,1,1,1,1,0,4,76,19,mid,1,0,37.849375,126.880595
경기도교육청,경기도파주교육지원청,경기도 파주시,S090003871,지산중학교,3,공립,10,10,10,2,0,32,1044,32.6,mid,1,0,37.7,126.7
경기도교육청,경기도파주교육지원청,경기도 파주시,S090003872,파주광일중학교,3,사립,3,3,3,0,0,9,209,23.2,mid,1,0,37.775005,126.787709
경기도교육청,경기도파주교육지원청,경기도 파주시,S090003873,파주중학교,3,사립,2,2,2,1,0,7,152,21.7,mid,1,0,37.8330439,126.8296958
경기도교육청,경기도파주교육지원청,경기도 파주시,S090003874,파평중학교,3,공립,1,1,1,1,0,4,38,9.5,mid,1,0,37.9200791,126.837352
경기도교육청,경기도파주교육지원청,경기도 파주시,S090003875,탄현중학교,3,공립,3,3,3,2,0,11,231,21,mid,1,0,37.805139,126.723726
경기도교육청,경기도평택교육지원청,경기도 평택시,S090003988,세교중학교,3,공립,9,12,13,3,2,39,1051,26.9,mid,1,0,37.0134566,127.0888475
경기도교육청,경기도평택교육지원청,경기도 평택시,S090003989,라온중학교,3,사립,6,6,7,0,0,19,521,27.4,mid,1,0,37.069321,127.066893
경기도교육청,경기도평택교육지원청,경기도 평택시,S090003990,송탄중학교,3,공립,6,5,6,4,0,21,425,20.2,mid,1,0,37.0764893,127.0645633
경기도교육청,경기도평택교육지원청,경기도 평택시,S090003992,신한중학교,3,사립,9,9,8,0,0,26,797,30.7,mid,1,0,36.994367,127.103332
경기도교육청,경기도평택교육지원청,경기도 평택시,S090003993,안일중학교,3,공립,10,9,9,1,0,29,721,24.9,mid,1,0,36.983868,126.924316
경기도교육청,경기도평택교육지원청,경기도 평택시,S090003994,안중중학교,3,사립,3,3,3,0,0,9,214,23.8,mid,1,0,36.986733,126.922185
경기도교육청,경기도평택교육지원청,경기도 평택시,S090003995,오성중학교,3,사립,2,2,2,1,0,7,110,15.7,mid,1,0,37.008719,126.980373
경기도교육청,경기도평택교육지원청,경기도 평택시,S090003996,은혜중학교,3,사립,5,6,6,0,0,17,425,25,mid,1,0,37.06732,127.079418
경기도교육청,경기도평택교육지원청,경기도 평택시,S090003997,진위중학교,3,사립,2,2,2,0,0,6,153,25.5,mid,1,0,37.111337,127.069376
경기도교육청,경기도평택교육지원청,경기도 평택시,S090003998,청담중학교,3,사립,4,4,4,0,0,12,355,29.6,mid,1,0,36.9624768,127.0630836
경기도교육청,경기도평택교육지원청,경기도 평택시,S090003999,청북중학교,3,공립,1,1,1,1,0,4,81,20.3,mid,1,0,37.042558,126.947363
경기도교육청,경기도평택교육지원청,경기도 평택시,S090004000,태광중학교,3,사립,6,7,8,0,0,21,522,24.9,mid,1,0,37.073688,127.052837
경기도교육청,경기도평택교육지원청,경기도 평택시,S090004002,평택여자중학교,3,공립,13,13,12,2,0,40,1156,28.9,mid,1,0,36.9931177,127.1030573
경기도교육청,경기도평택교육지원청,경기도 평택시,S090004003,평택중학교,3,공립,13,10,10,2,0,35,990,28.3,mid,1,0,36.99556513,127.1256088
경기도교육청,경기도평택교육지원청,경기도 평택시,S090004004,포승중학교,3,공립,2,2,2,1,0,7,144,20.6,mid,1,0,36.98198655,126.8817827
경기도교육청,경기도평택교육지원청,경기도 평택시,S090004005,한광여자중학교,3,사립,10,8,11,0,0,29,860,29.7,mid,1,0,36.997522,127.095754
경기도교육청,경기도평택교육지원청,경기도 평택시,S090004006,한광중학교,3,사립,9,8,10,0,0,27,793,29.4,mid,1,0,36.996245,127.097379
경기도교육청,경기도평택교육지원청,경기도 평택시,S090004007,현화중학교,3,공립,8,8,8,3,0,27,655,24.3,mid,1,0,36.9824429,126.9202375
경기도교육청,경기도평택교육지원청,경기도 평택시,S090004008,효명중학교,3,사립,6,6,8,0,0,20,513,25.7,mid,1,0,37.049443,127.05486
경기도교육청,경기도포천교육지원청,경기도 포천시,S090004164,갈월중학교,3,공립,3,3,3,1,0,10,226,22.6,mid,1,0,37.8239106,127.1534825
경기도교육청,경기도포천교육지원청,경기도 포천시,S090004165,경북중학교,3,공립,1,1,1,1,0,4,58,14.5,mid,1,0,37.8497051,127.1880724
경기도교육청,경기도포천교육지원청,경기도 포천시,S090004166,관인중학교,3,공립,1,1,1,1,0,4,21,5.3,mid,1,0,38.1590108,127.2510485
경기도교육청,경기도포천교육지원청,경기도 포천시,S090004167,내촌중학교,3,공립,1,1,1,1,0,4,31,7.8,mid,1,0,37.7802836,127.2253603
경기도교육청,경기도포천교육지원청,경기도 포천시,S090004168,동남중학교,3,사립,4,5,6,1,0,16,364,22.8,mid,1,0,37.827806,127.133919
경기도교육청,경기도포천교육지원청,경기도 포천시,S090004169,삼성중학교,3,공립,1,1,1,2,1,6,29,4.8,mid,1,0,37.9484689,127.1895524
경기도교육청,경기도포천교육지원청,경기도 포천시,S090004170,영북중학교,3,공립,2,2,2,1,0,7,104,14.9,mid,1,0,38.093715,127.277937
경기도교육청,경기도포천교육지원청,경기도 포천시,S090004171,영중중학교,3,공립,1,1,1,1,0,4,72,18,mid,1,0,38.000617,127.2452
경기도교육청,경기도포천교육지원청,경기도 포천시,S090004172,이동중학교,3,공립,2,2,2,0,0,6,84,14,mid,1,0,38.0306203,127.3743701
경기도교육청,경기도포천교육지원청,경기도 포천시,S090004173,일동중학교,3,공립,4,4,4,2,0,14,285,20.4,mid,1,0,37.9612509,127.3152576
경기도교육청,경기도포천교육지원청,경기도 포천시,S090004174,포천여자중학교,3,공립,5,5,5,1,0,16,388,24.3,mid,1,0,37.90551643,127.199993
경기도교육청,경기도포천교육지원청,경기도 포천시,S090004175,포천중학교,3,공립,5,6,6,2,0,19,440,23.2,mid,1,0,37.90744,127.20195
경기도교육청,경기도화성오산교육지원청,경기도 화성시,S090004259,남양중학교,3,공립,6,8,6,2,1,23,503,21.9,mid,1,0,37.2079647,126.8214948
경기도교육청,경기도화성오산교육지원청,경기도 화성시,S090004260,동학중학교,3,공립,8,8,7,1,0,24,647,27,mid,1,0,37.232988,127.057656
경기도교육청,경기도화성오산교육지원청,경기도 화성시,S090004261,동탄중학교,3,공립,10,10,10,1,0,31,1026,33.1,mid,1,0,37.1992343,127.1090972
경기도교육청,경기도화성오산교육지원청,경기도 화성시,S090004263,발안중학교,3,공립,5,11,6,2,0,24,681,28.4,mid,1,0,37.1329236,126.9186303
경기도교육청,경기도화성오산교육지원청,경기도 화성시,S090004265,봉담중학교,3,공립,9,8,10,2,0,29,882,30.4,mid,1,0,37.2,126.9
경기도교육청,경기도화성오산교육지원청,경기도 화성시,S090004266,비봉중학교,3,사립,2,2,2,0,0,6,172,28.7,mid,1,0,37.238477,126.873666
경기도교육청,경기도화성오산교육지원청,경기도 화성시,S090004267,삼괴중학교,3,사립,4,3,4,1,0,12,279,23.3,mid,1,0,37.088951,126.822303
경기도교육청,경기도화성오산교육지원청,경기도 화성시,S090004268,서신중학교,3,사립,1,1,1,1,0,4,52,13,mid,1,0,37.1693783,126.7011032
경기도교육청,경기도화성오산교육지원청,경기도 오산시,S090004269,성호중학교,3,공립,7,9,7,1,0,24,714,29.8,mid,1,0,37.1397403,127.0811609
경기도교육청,경기도화성오산교육지원청,경기도 화성시,S090004270,송산중학교,3,사립,6,4,4,1,0,15,335,22.3,mid,1,0,37.215818,126.73115
경기도교육청,경기도화성오산교육지원청,경기도 화성시,S090004271,안용중학교,3,사립,6,6,6,0,0,18,509,28.3,mid,1,0,37.2067418,127.020429
경기도교육청,경기도화성오산교육지원청,경기도 화성시,S090004272,양감중학교,3,공립,1,1,1,0,0,3,32,10.7,mid,1,0,37.081076,126.951746
경기도교육청,경기도화성오산교육지원청,경기도 오산시,S090004273,매홀중학교,3,공립,12,12,10,2,0,36,1159,32.2,mid,1,0,37.1679411,127.0686965
경기도교육청,경기도화성오산교육지원청,경기도 오산시,S090004274,오산중학교,3,사립,8,8,8,0,0,24,706,29.4,mid,1,0,37.1533144,127.0605846
경기도교육청,경기도화성오산교육지원청,경기도 오산시,S090004275,운암중학교,3,공립,8,7,8,1,0,24,786,32.8,mid,1,0,37.145949,127.0771329
경기도교육청,경기도화성오산교육지원청,경기도 오산시,S090004276,운천중학교,3,공립,9,9,9,1,1,29,889,30.7,mid,1,0,37.1583029,127.0780815
경기도교육청,경기도화성오산교육지원청,경기도 화성시,S090004277,장안여자중학교,3,사립,4,3,3,1,0,11,273,24.8,mid,1,0,37.077225,126.8157
경기도교육청,경기도화성오산교육지원청,경기도 화성시,S090004278,정남중학교,3,공립,2,2,2,1,0,7,125,17.9,mid,1,0,37.1652897,126.9786844
경기도교육청,경기도화성오산교육지원청,경기도 화성시,S090004279,진안중학교,3,공립,5,7,6,0,0,18,522,29,mid,1,0,37.2163052,127.0379351
경기도교육청,경기도화성오산교육지원청,경기도 화성시,S090004280,화도중학교,3,사립,2,2,2,0,0,6,157,26.2,mid,1,0,37.205276,126.77535
경기도교육청,경기도화성오산교육지원청,경기도 화성시,S090004281,화성중학교,3,사립,5,5,5,0,0,15,508,33.9,mid,1,0,37.1389226,126.9068548
경기도교육청,경기도광명교육지원청,경기도 광명시,S090004699,광문중학교,3,공립,7,6,7,2,0,22,556,25.3,mid,1,0,37.467,126.85282
경기도교육청,경기도수원교육지원청,경기도 수원시 권선구,S090004860,곡반중학교,3,공립,4,6,4,1,0,15,445,29.7,mid,1,0,37.2443448,127.0330322
경기도교육청,경기도수원교육지원청,경기도 수원시 영통구,S090004861,망포중학교,3,공립,12,12,10,1,0,35,1071,30.6,mid,1,0,37.2383547,127.0558044
경기도교육청,경기도수원교육지원청,경기도 수원시 팔달구,S090004862,정천중학교,3,공립,9,7,6,2,0,24,653,27.2,mid,1,0,37.289398,126.981995
경기도교육청,경기도수원교육지원청,경기도 수원시 권선구,S090004863,칠보중학교,3,공립,8,8,7,2,0,25,742,29.7,mid,1,0,37.2737167,126.9446625
경기도교육청,경기도성남교육지원청,경기도 성남시 분당구,S090004864,구미중학교,3,공립,4,3,4,0,0,11,319,29,mid,1,0,37.346346,127.1236056
경기도교육청,경기도안양과천교육지원청,경기도 안양시 동안구,S090004865,호성중학교,3,공립,6,6,6,1,1,20,545,27.3,mid,1,0,37.36713759,126.9641305
경기도교육청,경기도부천교육지원청,경기도 부천시 소사구,S090004866,부천일신중학교,3,공립,13,13,12,2,0,40,1135,28.4,mid,1,0,37.4,126.8
경기도교육청,경기도안산교육지원청,경기도 안산시 단원구,S090004867,선일중학교,3,공립,5,6,7,2,0,20,293,14.7,mid,1,0,37.3354869,126.8037793
경기도교육청,경기도구리남양주교육지원청,경기도 남양주시,S090004869,진접중학교,3,공립,8,8,8,2,0,26,657,25.3,mid,1,0,37.7,127.2
경기도교육청,경기도고양교육지원청,경기도 고양시 일산서구,S090004870,대송중학교,3,공립,6,6,6,1,0,19,449,23.6,mid,1,0,37.6709167,126.7309625
경기도교육청,경기도고양교육지원청,경기도 고양시 일산서구,S090004871,현산중학교,3,공립,5,5,5,1,1,17,362,21.3,mid,1,0,37.691204,126.7742997
경기도교육청,경기도용인교육지원청,경기도 용인시 처인구,S090004894,헌산중학교,3,사립,2,2,2,0,0,6,76,12.7,mid,1,0,37.1735012,127.2960429
경기도교육청,경기도동두천양주교육지원청,경기도 동두천시,S090004948,생연중학교,3,공립,7,7,7,3,1,25,553,22.1,mid,1,0,37.8968623,127.049721
경기도교육청,경기도용인교육지원청,경기도 용인시 수지구,S090004970,현암중학교,3,공립,6,6,6,0,0,18,488,27.1,mid,1,0,37.329845,127.122097
경기도교육청,경기도용인교육지원청,경기도 용인시 기흥구,S090004971,용인신릉중학교,3,공립,8,8,7,1,0,24,691,28.8,mid,1,0,37.2904166,127.1160364
경기도교육청,경기도용인교육지원청,경기도 용인시 기흥구,S090004972,용인신촌중학교,3,공립,10,10,10,0,0,30,897,29.9,mid,1,0,37.3,127.1
경기도교육청,경기도용인교육지원청,경기도 용인시 수지구,S090004973,용인대덕중학교,3,공립,7,8,7,1,0,23,643,28,mid,1,0,37.3366904,127.12775
경기도교육청,경기도용인교육지원청,경기도 용인시 수지구,S090004974,손곡중학교,3,공립,7,7,7,1,0,22,658,29.9,mid,1,0,37.3345057,127.0940199
경기도교육청,경기도용인교육지원청,경기도 용인시 기흥구,S090004975,성지중학교,3,공립,10,9,7,1,0,27,744,27.6,mid,1,0,37.273829,127.127963
경기도교육청,경기도용인교육지원청,경기도 용인시 기흥구,S090004976,언동중학교,3,공립,6,6,6,1,0,19,475,25,mid,1,0,37.2945858,127.1304012
경기도교육청,경기도용인교육지원청,경기도 용인시 처인구,S090004977,용신중학교,3,공립,10,9,9,2,0,30,910,30.3,mid,1,0,37.233915,127.192458
경기도교육청,경기도안산교육지원청,경기도 안산시 단원구,S090004979,초지중학교,3,공립,7,8,6,1,1,23,577,25.1,mid,1,0,37.312256,126.818042
경기도교육청,경기도파주교육지원청,경기도 파주시,S090004982,금릉중학교,3,공립,8,9,8,2,0,27,776,28.7,mid,1,0,37.751529,126.7729897
경기도교육청,경기도성남교육지원청,경기도 성남시 분당구,S090004984,이우중학교,3,사립,3,3,3,0,0,9,182,20.2,mid,1,0,37.352626,127.090196
경기도교육청,경기도포천교육지원청,경기도 포천시,S090004999,대경중학교,3,공립,4,5,5,3,0,17,343,20.2,mid,1,0,37.826511,127.139807
경기도교육청,경기도군포의왕교육지원청,경기도 군포시,S090005002,당동중학교,3,공립,11,11,10,1,0,33,864,26.2,mid,1,0,37.34521,126.9376
경기도교육청,경기도화성오산교육지원청,경기도 화성시,S090005020,안화중학교,3,공립,12,12,12,2,0,38,1166,30.7,mid,1,0,37.2111145,127.0485828
경기도교육청,경기도화성오산교육지원청,경기도 오산시,S090005021,대호중학교,3,공립,7,5,6,2,0,20,493,24.7,mid,1,0,37.1622828,127.0569716
경기도교육청,경기도화성오산교육지원청,경기도 화성시,S090005022,두레자연중학교,3,사립,1,1,1,0,0,3,60,20,mid,1,0,37.05922,126.794826
경기도교육청,경기도구리남양주교육지원청,경기도 남양주시,S090005033,송라중학교,3,공립,9,10,9,3,0,31,869,28,mid,1,0,37.654599,127.3029242
경기도교육청,경기도구리남양주교육지원청,경기도 남양주시,S090005034,장내중학교,3,공립,9,10,8,1,0,28,734,26.2,mid,1,0,37.6,127.2
경기도교육청,경기도고양교육지원청,경기도 고양시 덕양구,S090005035,목암중학교,3,공립,10,10,10,2,0,32,776,24.3,mid,1,0,37.713921,126.905832
경기도교육청,경기도안양과천교육지원청,경기도 안양시 동안구,S090005046,비산중학교,3,공립,3,3,3,1,0,10,219,21.9,mid,1,0,37.4094565,126.9480148
경기도교육청,경기도이천교육지원청,경기도 이천시,S090005111,증포중학교,3,공립,10,12,11,2,0,35,987,28.2,mid,1,0,37.2879954,127.4554115
경기도교육청,경기도의정부교육지원청,경기도 의정부시,S090005132,동암중학교,3,공립,8,9,8,0,0,25,695,27.8,mid,1,0,37.7216134,127.0584775
경기도교육청,경기도동두천양주교육지원청,경기도 양주시,S090005133,덕현중학교,3,공립,11,11,12,1,0,35,993,28.4,mid,1,0,37.80025944,127.0800863
경기도교육청,경기도성남교육지원청,경기도 성남시 분당구,S090005136,늘푸른중학교,3,공립,8,7,7,1,0,23,636,27.7,mid,1,0,37.3572571,127.1051
경기도교육청,경기도수원교육지원청,경기도 수원시 영통구,S090005153,영동중학교,3,공립,5,5,6,0,0,16,440,27.5,mid,1,0,37.2479181,127.0559353
경기도교육청,경기도동두천양주교육지원청,경기도 양주시,S090005159,삼숭중학교,3,공립,11,11,10,2,0,34,891,26.2,mid,1,0,37.7980094,127.1085926
경기도교육청,경기도평택교육지원청,경기도 평택시,S090005161,장당중학교,3,공립,6,6,6,2,0,20,461,23.1,mid,1,0,37.0518163,127.0630901
경기도교육청,경기도구리남양주교육지원청,경기도 남양주시,S090005162,평내중학교,3,공립,7,8,8,2,1,26,609,23.4,mid,1,0,37.64819,127.237919
경기도교육청,경기도화성오산교육지원청,경기도 화성시,S090005164,병점중학교,3,공립,11,11,11,2,0,35,1066,30.5,mid,1,0,37.2104761,127.0399175
경기도교육청,경기도수원교육지원청,경기도 수원시 장안구,S090005172,조원중학교,3,공립,8,8,8,2,0,26,711,27.3,mid,1,0,37.306996,127.016795
